crmrte,prbarr,prbconv,prbpris,polpc,density,urban,awage,lawage,crime
0.0254524,0.263006,1.43956,0.290076,0.0012506,0.439759,0,258.3383,5.554269966,0
0.0239377,0.352584,0.568966,0.409091,0.0008731,0.436747,0,279.6508,5.633541682,0
0.0345231,0.332669,0.443114,0.432432,0.0011691,0.4427711,0,292.6191,5.678871763,1
0.0314674,0.181639,0.304348,0.285714,0.0021745,1.038217,0,231.876,5.446202746,0
0.0316963,0.195736,0.70297,0.183099,0.0016585,1.057325,0,243.8465,5.496538929,1
0.0269621,0.249154,0.461538,0.470588,0.0020366,1.066879,0,254.0977,5.537718839,0
0.0245914,0.254177,0.389671,0.433735,0.0021129,1.082803,0,263.1948,5.572894442,0
0.0271844,0.153261,0.390071,0.4,0.0019502,1.089172,0,275.8108,5.619715123,0
0.0287322,0.150769,0.272109,0.375,0.0019744,1.098726,0,298.8459,5.699928056,0
0.031313,0.161381,0.300578,0.288462,0.0022784,1.101911,0,319.7516,5.767544444,0
0.0371162,0.270559,0.333333,0.516717,0.0011395,1.761733,0,234.2014,5.456181429,1
0.0404994,0.278192,0.33125,0.45283,0.0011468,1.763538,0,246.9393,5.509142557,1
0.036537,0.221948,0.411619,0.426426,0.001243,1.768953,0,262.6832,5.570948743,1
0.0330351,0.259823,0.37163,0.394322,0.0011974,1.779783,0,274.7641,5.615912911,1
0.0345692,0.253968,0.391509,0.475904,0.0012113,1.783394,0,288.8573,5.665932795,1
0.0345793,0.210354,0.298444,0.383886,0.0011934,1.758123,0,302.2562,5.711275002,1
0.0458895,0.172257,0.45,0.421053,0.0012273,1.772563,0,315.7018,5.754798097,1
0.0192107,0.390009,0.426966,0.573684,0.000926,0.7859043,0,251.5758,5.527744336,0
0.0240456,0.330775,0.468354,0.563063,0.0009732,0.7912234,0,240.7522,5.483768189,0
0.0220034,0.350189,0.331897,0.448052,0.0009964,0.7965425,0,276.5953,5.622555427,0
0.0171735,0.342967,0.640449,0.442982,0.0009761,0.8045213,0,294.5145,5.685328238,0
0.0180945,0.356682,0.576227,0.38565,0.0010006,0.8085107,0,314.8161,5.751988659,0
0.0194505,0.341006,0.485,0.407216,0.0012105,0.8071808,0,326.9873,5.789921332,0
0.0235277,0.266055,0.588859,0.423423,0.0011789,0.8138298,0,349.5414,5.85662201,0
0.0631212,0.223671,0.29148,0.45,0.0017569,1.695187,0,265.7602,5.582594398,1
0.0588861,0.276907,0.242802,0.494071,0.001784,1.705882,0,278.6463,5.629943236,1
0.0573422,0.231103,0.310668,0.449057,0.0017866,1.719251,0,295.3252,5.688077122,1
0.0551157,0.156901,0.337522,0.494681,0.0019252,1.727273,0,310.7199,5.738891863,1
0.0236432,0.24697,1.56442,0.478431,0.0042988,1.721925,0,321.6247,5.773385338,0
0.030095,0.208738,1.44186,0.475806,0.0043097,1.727273,0,336.7836,5.819440588,0
0.0313973,0.201397,1.67052,0.470588,0.0044592,1.745989,0,351.2125,5.861391453,0
0.0178621,0.158915,1.06098,0.356322,0.0008308,0.8571429,0,225.472,5.418195983,0
0.0180711,0.229167,0.545455,0.363636,0.0009241,0.8660714,0,239.7129,5.479441957,0
0.0155747,0.226667,0.480392,0.428571,0.0010729,0.8690476,0,257.8611,5.552421068,0
0.0136619,0.204188,1.41026,0.372727,0.0011087,0.8720238,0,264.023,5.576036221,0
0.0130857,0.180556,0.830769,0.333333,0.0010541,0.875,0,272.6564,5.608212394,0
0.012874,0.112676,2.25,0.244444,0.0010879,0.8809524,0,293.9274,5.683332798,0
0.0141928,0.207595,1.18293,0.360825,0.0011857,0.889881,0,311.8836,5.742630041,0
